Filename,Date,SunspotActivity
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060823.jpg,20060823,32
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060824.jpg,20060824,49
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060825.jpg,20060825,52
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060826.jpg,20060826,37
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060827.jpg,20060827,19
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060828.jpg,20060828,19
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060829.jpg,20060829,19
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060830.jpg,20060830,17
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060831.jpg,20060831,4
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060901.jpg,20060901,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060902.jpg,20060902,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060903.jpg,20060903,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060904.jpg,20060904,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060905.jpg,20060905,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060906.jpg,20060906,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060907.jpg,20060907,30
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060908.jpg,20060908,31
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060909.jpg,20060909,43
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060910.jpg,20060910,35
